Product_ID,Product_Category,Product_Type,Manufacturer,Manufacturing_Date,Original_Price_INR,Material_Type,Material_Weight_KG,Customer_Region,Usage_Months,Return_Date,Return_Reason,Product_Condition,Collection_Channel,Inspection_Result,Refurbishment_Status,Refurbishment_Cost_INR,Resale_Price_INR,Resale_Channel,Resale_Date,Recycle_Status,Recycled_Weight_KG,Waste_Weight_KG,Carbon_Saved_KG,Lifecycle_Status,Circularity_Rate_Pct,Profit_Margin_INR
EC104227,Automotive,Starter Battery,ReGen Industries,2024-06-21,129645.85,Aluminum,52.03,Pune,52,2028-09-28,Warranty Return,Fair,Corporate Buyback,Passed,Not Refurbished,0.0,58009.79,Online Marketplace,2028-10-23,Not Recycled,0.0,36.81,31.48,Resold,25.0,47638.12
EC104228,Electronics,Smartwatch,ReGen Industries,2024-10-06,91994.9,Copper,7.37,Chennai,67,2030-04-08,Warranty Return,Good,Online Platform,Passed,Refurbished,4382.31,46669.93,Online Marketplace,2030-04-22,Not Recycled,0.0,6.44,8.37,Resold,40.0,34928.03
EC104229,Automotive,Infotainment Unit,CircularX,2022-02-12,84476.84,Plastic,61.51,Hyderabad,21,2023-11-04,Trade-In,Excellent,Collection Center,Passed,Not Refurbished,0.0,66446.08,B2B Reseller,2023-11-27,Not Recycled,0.0,50.56,49.72,Resold,25.0,59687.93
EC104230,Industrial Equipment,Control Panel,NovaWorks,2022-02-20,113649.63,Aluminum,40.76,Pune,7,2022-09-18,Upgrade,Excellent,Retailer,Passed,Refurbished,15788.36,93448.5,Export Market,2022-12-02,Not Recycled,0.0,29.31,56.7,Resold,40.0,68568.17
EC104231,Industrial Equipment,Power Supply,TerraMotive,2023-07-08,12117.93,Lithium,21.2,Mumbai,60,2028-06-11,Customer Return,Poor,Manufacturer Take-Back,Failed,Not Refurbished,0.0,0.0,N/A,,Recycled,16.37,4.73,57.74,Recycled,48.61,0.0
EC104232,Automotive,Electric Motor,GreenMotion,2024-03-06,33698.07,Aluminum,54.72,Kolkata,32,2026-10-22,Upgrade,Good,Retailer,Passed,Refurbished,1862.09,20337.31,Retail Store,2026-11-07,Not Recycled,0.0,51.61,47.57,Resold,40.0,15779.37
EC104233,Industrial Equipment,Power Supply,TerraMotive,2022-08-20,53893.14,Plastic,58.1,Bengaluru,14,2023-10-14,Defect,Fair,Corporate Buyback,Passed,Refurbished,4214.47,24576.01,Online Marketplace,2023-11-16,Not Recycled,0.0,43.49,44.84,Resold,40.0,16050.09
EC104234,Home Appliance,Microwave,ReGen Industries,2023-04-22,26842.3,Steel,77.36,Hyderabad,59,2028-02-25,Upgrade,Good,Online Platform,Failed,Not Refurbished,0.0,13816.78,B2B Reseller,2028-04-30,Not Recycled,0.0,73.85,50.39,Resold,25.0,11669.4
EC104235,Home Appliance,Refrigerator,GreenMotion,2022-11-24,101958.82,Lithium,65.8,Bengaluru,44,2026-07-06,End of Use,Fair,Collection Center,Passed,Refurbished,12926.05,29809.13,Manufacturer Outlet,2026-08-17,Not Recycled,0.0,52.28,121.57,Resold,40.0,8726.37
EC104236,Electronics,Tablet,GreenMotion,2023-12-26,58903.73,Plastic,0.33,Coimbatore,79,2030-06-22,Upgrade,Fair,Retailer,Passed,Refurbished,5021.6,19577.59,Retail Store,2030-08-04,Recycled,0.23,0.08,1.05,Resold,84.85,9843.69
EC104237,Automotive,Alternator,GreenMotion,2024-07-14,33945.94,Copper,72.92,Kolkata,52,2028-10-21,Customer Return,Poor,Retailer,Failed,Not Refurbished,0.0,0.0,N/A,,Recycled,67.36,5.36,234.48,Recycled,56.19,0.0
EC104238,Industrial Equipment,Pump,NovaWorks,2024-10-06,18412.19,Aluminum,6.86,Hyderabad,41,2028-02-18,Customer Return,Good,Collection Center,Passed,Refurbished,1849.8,12857.48,Retail Store,2028-04-10,Not Recycled,0.0,5.7,10.58,Resold,40.0,9534.7
EC104239,Automotive,Starter Battery,CircularX,2022-03-30,54508.26,Glass,70.1,Chennai,49,2026-04-08,Warranty Return,Good,Collection Center,Passed,Refurbished,3987.32,37271.51,Manufacturer Outlet,2026-05-31,Not Recycled,0.0,62.22,96.05,Resold,40.0,28923.53
EC104240,Automotive,Starter Battery,ReGen Industries,2022-06-20,169157.05,Copper,13.28,Coimbatore,82,2029-03-15,Customer Return,Fair,Collection Center,Failed,Not Refurbished,0.0,82866.1,Retail Store,2029-06-12,Recycled,10.32,2.68,56.21,Resold,73.86,69333.54
EC104241,Electronics,Smartphone,GreenMotion,2022-04-06,178795.74,Copper,5.49,Bengaluru,18,2023-09-28,End of Use,Good,Collection Center,Passed,Refurbished,21684.45,103776.62,Online Marketplace,2023-12-16,Not Recycled,0.0,4.03,7.39,Resold,40.0,67788.51
EC104242,Automotive,Infotainment Unit,TerraMotive,2023-01-11,178760.8,Mixed Materials,13.31,Coimbatore,35,2025-11-26,Upgrade,Good,Manufacturer Take-Back,Passed,Refurbished,23595.52,124609.89,Export Market,2026-01-05,Recycled,12.03,1.23,50.36,Resold,95.19,86713.51
EC104243,Electronics,Smartwatch,ReGen Industries,2025-01-27,40439.25,Copper,1.71,Pune,6,2025-07-26,Warranty Return,Excellent,Corporate Buyback,Passed,Refurbished,5779.24,27161.06,Manufacturer Outlet,2025-09-18,Not Recycled,0.0,1.27,2.32,Resold,40.0,18146.68
EC104244,Automotive,Infotainment Unit,TerraMotive,2025-07-21,195796.4,Plastic,32.53,Coimbatore,74,2031-08-19,Trade-In,Good,Online Platform,Passed,Refurbished,11743.62,101126.19,B2B Reseller,2031-11-06,Not Recycled,0.0,24.08,45.07,Resold,40.0,73718.86
EC104245,Home Appliance,Air Conditioner,TerraMotive,2023-08-22,53342.64,Glass,76.6,Chennai,23,2025-07-12,Customer Return,Poor,Corporate Buyback,Failed,Not Refurbished,0.0,0.0,N/A,,Recycled,45.81,21.72,177.25,Recycled,39.9,0.0
EC104246,Automotive,Starter Battery,CircularX,2024-12-21,89335.61,Copper,30.78,Mumbai,24,2026-12-11,Trade-In,Poor,Online Platform,Failed,Not Refurbished,0.0,0.0,N/A,,Recycled,25.04,4.09,38.67,Recycled,50.68,0.0
EC104247,Industrial Equipment,Sensor Module,GreenMotion,2022-05-07,64089.23,Plastic,29.59,Chennai,60,2027-04-11,Warranty Return,Fair,Collection Center,Passed,Refurbished,4984.74,22055.3,Export Market,2027-05-11,Not Recycled,0.0,23.64,57.19,Resold,40.0,11943.42
EC104248,Electronics,Tablet,EcoTech,2022-01-12,35351.31,Lithium,2.41,Bengaluru,72,2027-12-12,Trade-In,Excellent,Collection Center,Passed,Refurbished,3495.01,29569.01,Export Market,2028-03-04,Not Recycled,0.0,1.76,1.29,Resold,40.0,23245.9
EC104249,Home Appliance,Refrigerator,CircularX,2023-08-04,119071.26,Mixed Materials,58.79,Delhi,55,2028-02-09,Trade-In,Fair,Manufacturer Take-Back,Passed,Refurbished,11511.85,56786.07,Retail Store,2028-05-04,Not Recycled,0.0,48.38,90.71,Resold,40.0,35748.52
EC104250,Home Appliance,Microwave,TerraMotive,2022-02-11,85275.69,Aluminum,19.47,Kolkata,4,2022-06-11,Customer Return,Good,Retailer,Passed,Refurbished,4355.48,47596.91,Retail Store,2022-08-04,Not Recycled,0.0,17.19,28.15,Resold,40.0,36419.37
EC104251,Automotive,EV Battery,EcoTech,2025-02-19,198360.17,Mixed Materials,26.65,Pune,65,2030-06-23,End of Use,Good,Collection Center,Failed,Not Refurbished,0.0,133546.29,Manufacturer Outlet,2030-07-26,Not Recycled,0.0,24.19,29.64,Resold,25.0,117677.48
EC104252,Electronics,Laptop,CircularX,2025-07-16,125247.05,Glass,4.66,Hyderabad,5,2025-12-13,Upgrade,Fair,Online Platform,Passed,Refurbished,13533.72,56300.47,Export Market,2026-01-02,Not Recycled,0.0,3.71,9.26,Resold,40.0,32746.99
EC104253,Automotive,EV Battery,TerraMotive,2022-04-28,96771.69,Glass,59.75,Pune,30,2024-10-14,Trade-In,Good,Collection Center,Passed,Refurbished,7144.42,66164.35,Retail Store,2024-12-09,Not Recycled,0.0,42.29,73.16,Resold,40.0,51278.19
EC104254,Automotive,EV Battery,CircularX,2022-07-07,99173.22,Aluminum,47.93,Bengaluru,61,2027-07-11,Upgrade,Good,Retailer,Passed,Refurbished,4806.49,53784.94,Export Market,2027-09-18,Recycled,36.41,10.01,183.73,Resold,87.98,41044.59
EC104255,Automotive,Alternator,TerraMotive,2024-07-28,67641.9,Mixed Materials,57.81,Bengaluru,78,2030-12-24,Upgrade,Excellent,Corporate Buyback,Passed,Refurbished,4315.72,53969.82,Manufacturer Outlet,2031-01-29,Not Recycled,0.0,45.32,57.28,Resold,40.0,44242.75
EC104256,Home Appliance,Microwave,CircularX,2025-06-02,83442.46,Plastic,33.16,Chennai,24,2027-05-23,Trade-In,Poor,Online Platform,Failed,Not Refurbished,0.0,0.0,N/A,,Recycled,22.98,9.04,95.71,Recycled,44.65,0.0
EC104257,Electronics,Smartphone,EcoTech,2024-03-29,107064.02,Aluminum,4.62,Bengaluru,84,2031-02-21,Warranty Return,Good,Collection Center,Passed,Not Refurbished,0.0,69794.51,Export Market,2031-05-15,Not Recycled,0.0,3.3,6.37,Resold,25.0,61229.39
EC104258,Home Appliance,Refrigerator,NovaWorks,2025-07-13,129597.88,Plastic,3.9,Pune,53,2029-11-19,Trade-In,Fair,Manufacturer Take-Back,Passed,Refurbished,7052.26,55766.55,Manufacturer Outlet,2029-11-26,Not Recycled,0.0,3.22,5.62,Resold,40.0,38346.46
EC104259,Electronics,Smartphone,GreenMotion,2022-05-08,39450.62,Copper,4.19,Kolkata,5,2022-10-05,Upgrade,Good,Manufacturer Take-Back,Passed,Refurbished,4231.17,25031.45,Export Market,2022-10-28,Not Recycled,0.0,3.04,5.98,Resold,40.0,17644.23
EC104260,Home Appliance,Vacuum Cleaner,ReGen Industries,2023-10-15,54874.61,Aluminum,85.91,Bengaluru,15,2025-01-07,Customer Return,Good,Manufacturer Take-Back,Passed,Refurbished,3396.85,26172.28,Manufacturer Outlet,2025-01-23,Not Recycled,0.0,74.1,67.77,Resold,40.0,18385.46
EC104261,Home Appliance,Air Conditioner,EcoTech,2025-04-19,19144.3,Glass,52.29,Chennai,17,2026-09-11,Upgrade,Good,Collection Center,Passed,Refurbished,1091.54,11494.9,Online Marketplace,2026-11-23,Not Recycled,0.0,51.54,95.83,Resold,40.0,8871.82
EC104262,Automotive,Electric Motor,ReGen Industries,2022-06-12,181029.87,Plastic,17.28,Kolkata,13,2023-07-07,Trade-In,Good,Retailer,Passed,Refurbished,16907.05,109506.41,B2B Reseller,2023-08-02,Not Recycled,0.0,16.51,21.07,Resold,40.0,78116.97
EC104263,Home Appliance,Vacuum Cleaner,CircularX,2024-11-04,102404.43,Plastic,41.77,Chennai,83,2031-08-30,Trade-In,Good,Manufacturer Take-Back,Passed,Not Refurbished,0.0,51845.24,Retail Store,2031-09-14,Not Recycled,0.0,41.6,54.26,Resold,25.0,43652.89
EC104264,Automotive,Infotainment Unit,GreenMotion,2023-09-10,62148.98,Mixed Materials,39.53,Bengaluru,79,2030-03-07,Trade-In,Good,Online Platform,Passed,Refurbished,3994.96,32251.01,Export Market,2030-04-18,Not Recycled,0.0,27.7,42.74,Resold,40.0,23284.13
EC104265,Home Appliance,Air Conditioner,NovaWorks,2023-06-24,136323.02,Mixed Materials,6.54,Chennai,84,2030-05-18,Warranty Return,Excellent,Manufacturer Take-Back,Passed,Refurbished,19944.72,92062.88,Retail Store,2030-07-08,Not Recycled,0.0,4.58,11.35,Resold,40.0,61212.32
EC104266,Automotive,Starter Battery,CircularX,2025-08-25,180148.24,Plastic,26.83,Delhi,20,2027-04-17,Trade-In,Fair,Retailer,Passed,Refurbished,18171.55,85783.66,B2B Reseller,2027-05-23,Recycled,15.36,10.83,60.08,Resold,78.62,53200.25
EC104267,Industrial Equipment,Pump,TerraMotive,2025-11-06,42632.72,Aluminum,42.45,Hyderabad,27,2028-01-25,Defect,Fair,Manufacturer Take-Back,Passed,Refurbished,4508.31,18099.33,Online Marketplace,2028-02-27,Not Recycled,0.0,37.86,36.47,Resold,40.0,10180.4
EC104268,Home Appliance,Washing Machine,ReGen Industries,2024-12-09,72903.2,Mixed Materials,16.19,Hyderabad,56,2029-07-16,Trade-In,Good,Collection Center,Passed,Refurbished,9054.8,45407.6,Retail Store,2029-09-20,Not Recycled,0.0,14.78,24.18,Resold,40.0,30520.54
EC104269,Industrial Equipment,Sensor Module,GreenMotion,2024-10-18,72469.27,Aluminum,56.73,Chennai,27,2027-01-06,Warranty Return,Good,Manufacturer Take-Back,Failed,Not Refurbished,0.0,43536.24,Export Market,2027-02-20,Not Recycled,0.0,52.48,65.63,Resold,25.0,37738.7
EC104270,Industrial Equipment,Pump,TerraMotive,2024-07-08,71282.47,Copper,26.37,Mumbai,58,2029-04-13,Defect,Good,Corporate Buyback,Passed,Refurbished,8444.9,48698.7,Export Market,2029-07-06,Not Recycled,0.0,19.46,48.69,Resold,40.0,34551.2
EC104271,Electronics,Smartphone,NovaWorks,2024-10-06,28819.24,Plastic,4.03,Mumbai,18,2026-03-30,Trade-In,Fair,Online Platform,Passed,Refurbished,4266.81,10910.62,B2B Reseller,2026-05-08,Not Recycled,0.0,2.85,5.56,Resold,40.0,4338.27
EC104272,Industrial Equipment,Control Panel,TerraMotive,2024-08-03,31055.96,Copper,9.82,Pune,18,2026-01-25,Defect,Fair,Collection Center,Passed,Refurbished,4039.85,14307.27,Retail Store,2026-02-22,Not Recycled,0.0,7.19,17.18,Resold,40.0,7782.94
EC104273,Industrial Equipment,Power Supply,NovaWorks,2022-12-22,132584.89,Steel,48.55,Mumbai,62,2028-01-25,Trade-In,Poor,Collection Center,Failed,Not Refurbished,0.0,0.0,N/A,,Recycled,43.49,4.33,105.78,Recycled,54.79,0.0
EC104274,Automotive,Starter Battery,GreenMotion,2023-09-17,146994.48,Copper,26.48,Chennai,79,2030-03-14,End of Use,Fair,Collection Center,Passed,Refurbished,7515.89,65390.23,Online Marketplace,2030-04-25,Not Recycled,0.0,18.79,47.46,Resold,40.0,46114.78
EC104275,Home Appliance,Washing Machine,GreenMotion,2023-09-07,26676.86,Mixed Materials,48.04,Hyderabad,32,2026-04-24,Trade-In,Good,Collection Center,Passed,Refurbished,3931.58,17555.68,Retail Store,2026-07-12,Not Recycled,0.0,47.09,77.1,Resold,40.0,11489.95
EC104276,Home Appliance,Refrigerator,ReGen Industries,2023-11-13,39960.04,Plastic,29.32,Kolkata,34,2026-08-29,Defect,Good,Online Platform,Passed,Refurbished,4422.28,25796.04,B2B Reseller,2026-09-25,Not Recycled,0.0,22.52,35.89,Resold,40.0,18176.96
EC104277,Industrial Equipment,Control Panel,EcoTech,2025-05-23,36833.04,Plastic,41.93,Pune,84,2032-04-16,Defect,Good,Manufacturer Take-Back,Passed,Refurbished,4748.99,17159.01,Retail Store,2032-07-10,Not Recycled,0.0,41.49,41.43,Resold,40.0,9463.38
EC104278,Industrial Equipment,Pump,EcoTech,2025-06-06,125537.91,Aluminum,3.66,Bengaluru,12,2026-06-01,End of Use,Excellent,Collection Center,Passed,Not Refurbished,0.0,83524.93,B2B Reseller,2026-07-17,Not Recycled,0.0,3.2,4.88,Resold,25.0,73481.9
EC104279,Electronics,Monitor,NovaWorks,2022-11-11,113399.99,Mixed Materials,2.87,Coimbatore,30,2025-04-29,Upgrade,Excellent,Online Platform,Passed,Refurbished,4830.13,93856.86,Manufacturer Outlet,2025-07-15,Recycled,1.7,1.17,7.73,Resold,79.62,79954.73
EC104280,Automotive,EV Battery,CircularX,2022-05-12,209689.01,Lithium,28.45,Hyderabad,51,2026-07-20,Defect,Fair,Corporate Buyback,Passed,Refurbished,17216.05,68407.95,Online Marketplace,2026-07-29,Not Recycled,0.0,21.64,25.21,Resold,40.0,34416.78
EC104281,Automotive,EV Battery,NovaWorks,2025-09-04,75197.95,Aluminum,74.92,Mumbai,80,2032-03-31,Warranty Return,Good,Manufacturer Take-Back,Failed,Not Refurbished,0.0,41787.02,Retail Store,2032-06-28,Not Recycled,0.0,74.7,78.61,Resold,25.0,35771.18
EC104282,Electronics,Smartphone,NovaWorks,2024-07-29,151056.03,Steel,2.6,Hyderabad,65,2029-11-30,Defect,Good,Retailer,Passed,Refurbished,13713.66,94434.22,Manufacturer Outlet,2030-01-18,Not Recycled,0.0,1.85,2.65,Resold,40.0,68636.08
EC104283,Industrial Equipment,Power Supply,CircularX,2022-01-18,51619.12,Lithium,39.6,Kolkata,84,2028-12-12,Warranty Return,Good,Retailer,Passed,Refurbished,5823.04,29736.96,Retail Store,2029-01-09,Not Recycled,0.0,30.3,29.93,Resold,40.0,19784.39
EC104284,Electronics,Smartphone,CircularX,2023-05-20,21513.71,Plastic,5.01,Bengaluru,13,2024-06-13,Customer Return,Fair,Manufacturer Take-Back,Passed,Refurbished,1289.1,8688.27,B2B Reseller,2024-09-04,Not Recycled,0.0,4.98,6.19,Resold,40.0,5678.07
EC104285,Electronics,Tablet,NovaWorks,2023-01-16,135150.42,Mixed Materials,0.51,Kolkata,58,2027-10-22,Customer Return,Fair,Online Platform,Passed,Refurbished,21291.78,36777.4,Online Marketplace,2027-12-16,Not Recycled,0.0,0.48,0.37,Resold,40.0,4673.59
EC104286,Automotive,Starter Battery,TerraMotive,2023-02-18,117625.03,Lithium,7.22,Delhi,67,2028-08-20,Customer Return,Good,Manufacturer Take-Back,Passed,Refurbished,4978.22,74357.0,B2B Reseller,2028-09-13,Not Recycled,0.0,6.11,5.73,Resold,40.0,59968.78
EC104287,Electronics,Tablet,GreenMotion,2023-08-06,72692.21,Lithium,1.58,Coimbatore,63,2028-10-08,End of Use,Fair,Retailer,Passed,Refurbished,4643.8,29381.34,Retail Store,2028-12-16,Not Recycled,0.0,1.24,2.07,Resold,40.0,18922.16
EC104288,Automotive,Infotainment Unit,NovaWorks,2025-05-28,103534.6,Mixed Materials,51.13,Delhi,61,2030-06-01,Warranty Return,Good,Corporate Buyback,Passed,Refurbished,14346.22,65475.24,B2B Reseller,2030-07-01,Not Recycled,0.0,44.08,89.13,Resold,40.0,42846.25
EC104289,Automotive,EV Battery,ReGen Industries,2025-08-26,125431.56,Glass,7.0,Kolkata,38,2028-10-09,Defect,Good,Manufacturer Take-Back,Failed,Not Refurbished,0.0,67584.31,Online Marketplace,2028-10-30,Not Recycled,0.0,6.03,10.27,Resold,25.0,57549.79
EC104290,Electronics,Monitor,NovaWorks,2024-12-14,125152.04,Copper,5.48,Coimbatore,44,2028-07-26,End of Use,Excellent,Online Platform,Passed,Refurbished,7885.26,97131.52,Export Market,2028-10-24,Recycled,3.91,1.46,11.64,Resold,85.68,79234.1
EC104291,Industrial Equipment,Pump,TerraMotive,2024-06-01,104938.99,Steel,30.54,Chennai,79,2030-11-27,Defect,Good,Retailer,Passed,Refurbished,9339.69,48140.27,Online Marketplace,2031-01-03,Not Recycled,0.0,21.72,41.69,Resold,40.0,30405.46
EC104292,Home Appliance,Air Conditioner,TerraMotive,2023-12-21,131601.72,Glass,25.64,Pune,28,2026-04-09,Warranty Return,Excellent,Online Platform,Passed,Refurbished,16454.85,108054.28,Manufacturer Outlet,2026-07-06,Not Recycled,0.0,19.01,18.93,Resold,40.0,81071.29
EC104293,Industrial Equipment,Power Supply,NovaWorks,2022-12-26,28080.76,Aluminum,39.24,Coimbatore,48,2026-12-05,Defect,Poor,Online Platform,Failed,Not Refurbished,0.0,0.0,N/A,,Recycled,32.23,6.98,90.35,Recycled,51.07,0.0
EC104294,Electronics,Smartphone,GreenMotion,2022-07-14,46454.15,Steel,1.08,Kolkata,17,2023-12-06,Upgrade,Fair,Collection Center,Passed,Refurbished,3928.58,15303.01,Retail Store,2024-01-08,Not Recycled,0.0,0.97,1.47,Resold,40.0,7658.1
EC104295,Automotive,Electric Motor,CircularX,2022-12-28,78489.93,Glass,59.21,Coimbatore,18,2024-06-20,End of Use,Good,Manufacturer Take-Back,Passed,Refurbished,8178.6,35775.24,Online Marketplace,2024-08-05,Not Recycled,0.0,55.51,46.68,Resold,40.0,21317.45
EC104296,Industrial Equipment,Motor Controller,EcoTech,2023-10-25,46613.47,Steel,16.49,Delhi,80,2030-05-21,Defect,Good,Online Platform,Passed,Refurbished,4931.61,24167.5,B2B Reseller,2030-08-10,Recycled,13.65,2.75,40.82,Resold,91.39,15506.81
EC104297,Home Appliance,Air Conditioner,CircularX,2022-11-22,95125.22,Copper,54.02,Bengaluru,64,2028-02-24,Defect,Excellent,Corporate Buyback,Passed,Refurbished,6208.63,63007.73,Retail Store,2028-03-27,Not Recycled,0.0,47.03,39.95,Resold,40.0,49189.08
EC104298,Electronics,Smartwatch,TerraMotive,2022-10-17,67945.87,Lithium,2.74,Coimbatore,73,2028-10-15,Trade-In,Fair,Corporate Buyback,Passed,Refurbished,4304.99,26300.39,Manufacturer Outlet,2029-01-01,Not Recycled,0.0,2.56,4.11,Resold,40.0,16559.73
EC104299,Automotive,EV Battery,TerraMotive,2023-04-01,78504.61,Plastic,62.08,Delhi,53,2027-08-08,Customer Return,Fair,Collection Center,Passed,Not Refurbished,0.0,33452.17,Online Marketplace,2027-10-29,Not Recycled,0.0,44.71,95.79,Resold,25.0,27171.8
EC104300,Industrial Equipment,Pump,ReGen Industries,2025-04-29,170615.12,Lithium,46.65,Mumbai,16,2026-08-22,Customer Return,Fair,Retailer,Passed,Refurbished,17982.47,55645.53,B2B Reseller,2026-10-18,Not Recycled,0.0,42.14,70.58,Resold,40.0,24013.85
EC104301,Electronics,Monitor,TerraMotive,2025-03-17,171047.12,Plastic,3.03,Delhi,33,2027-12-02,Defect,Excellent,Manufacturer Take-Back,Passed,Not Refurbished,0.0,142257.99,B2B Reseller,2028-01-18,Not Recycled,0.0,2.27,5.48,Resold,25.0,128574.22
EC104302,Electronics,Laptop,CircularX,2022-09-14,64103.75,Copper,6.67,Pune,15,2023-12-08,Warranty Return,Good,Manufacturer Take-Back,Passed,Refurbished,8673.94,29965.78,Retail Store,2023-12-16,Not Recycled,0.0,5.98,8.25,Resold,40.0,16163.54
EC104303,Home Appliance,Air Conditioner,CircularX,2022-09-08,107757.27,Glass,83.32,Bengaluru,73,2028-09-06,End of Use,Fair,Retailer,Passed,Refurbished,16740.69,39024.63,Retail Store,2028-11-06,Not Recycled,0.0,71.53,164.84,Resold,40.0,13663.36
EC104304,Electronics,Monitor,TerraMotive,2023-05-08,21262.97,Glass,2.97,Delhi,82,2030-01-31,Warranty Return,Good,Collection Center,Failed,Not Refurbished,0.0,11622.93,B2B Reseller,2030-03-16,Not Recycled,0.0,2.9,5.57,Resold,25.0,9921.89
EC104305,Automotive,Starter Battery,CircularX,2022-01-09,103514.45,Aluminum,64.4,Mumbai,62,2027-02-12,Customer Return,Good,Online Platform,Passed,Refurbished,8008.12,58210.05,Online Marketplace,2027-04-17,Not Recycled,0.0,53.28,60.18,Resold,40.0,41920.77
EC104306,Automotive,Alternator,GreenMotion,2023-12-11,55663.69,Mixed Materials,26.53,Pune,15,2025-03-05,Warranty Return,Fair,Retailer,Passed,Refurbished,4808.62,23828.56,Manufacturer Outlet,2025-04-03,Not Recycled,0.0,26.43,31.68,Resold,40.0,14566.84
EC104307,Home Appliance,Washing Machine,EcoTech,2024-07-24,37154.87,Plastic,37.12,Hyderabad,48,2028-07-03,Trade-In,Fair,Corporate Buyback,Passed,Refurbished,2455.51,10979.77,B2B Reseller,2028-07-17,Not Recycled,0.0,30.18,53.29,Resold,40.0,5551.87
EC104308,Electronics,Monitor,NovaWorks,2024-02-21,172873.34,Glass,7.25,Hyderabad,57,2028-10-27,Trade-In,Good,Manufacturer Take-Back,Passed,Refurbished,7797.68,95041.21,Manufacturer Outlet,2028-12-18,Recycled,5.5,1.5,15.45,Resold,87.93,73413.66
EC104309,Electronics,Smartphone,NovaWorks,2024-11-16,19872.61,Copper,6.83,Pune,81,2031-07-13,Trade-In,Poor,Online Platform,Failed,Not Refurbished,0.0,0.0,N/A,,Recycled,4.07,2.11,7.2,Recycled,39.8,0.0
EC104310,Home Appliance,Microwave,EcoTech,2023-06-06,144425.68,Mixed Materials,25.78,Mumbai,66,2028-11-06,End of Use,Good,Manufacturer Take-Back,Passed,Refurbished,12062.49,83133.72,Retail Store,2028-12-06,Not Recycled,0.0,23.32,49.67,Resold,40.0,59517.18
EC104311,Industrial Equipment,Sensor Module,EcoTech,2024-11-20,26981.89,Plastic,48.12,Hyderabad,29,2027-04-09,End of Use,Good,Corporate Buyback,Passed,Refurbished,2301.71,16923.24,Online Marketplace,2027-04-16,Recycled,44.35,3.45,248.0,Resold,96.08,12462.98
EC104312,Industrial Equipment,Motor Controller,GreenMotion,2025-07-18,64566.36,Copper,45.66,Coimbatore,30,2028-01-04,Warranty Return,Fair,Corporate Buyback,Passed,Refurbished,6715.42,24805.69,Online Marketplace,2028-03-25,Not Recycled,0.0,42.37,45.92,Resold,40.0,12924.96
EC104313,Electronics,Smartwatch,CircularX,2025-03-25,146662.45,Lithium,6.54,Delhi,31,2027-10-11,Warranty Return,Good,Manufacturer Take-Back,Passed,Refurbished,18484.47,72837.48,Online Marketplace,2028-01-03,Recycled,3.84,2.36,19.85,Resold,79.36,42620.01
EC104314,Electronics,Smartwatch,CircularX,2024-08-11,150852.28,Aluminum,4.13,Coimbatore,49,2028-08-20,Trade-In,Fair,Collection Center,Passed,Not Refurbished,0.0,69523.17,B2B Reseller,2028-08-31,Not Recycled,0.0,3.98,7.29,Resold,25.0,57454.99
EC104315,Home Appliance,Refrigerator,ReGen Industries,2022-09-26,38763.4,Copper,29.44,Bengaluru,42,2026-03-09,Warranty Return,Good,Manufacturer Take-Back,Passed,Refurbished,5004.02,18932.46,Manufacturer Outlet,2026-06-02,Not Recycled,0.0,22.22,45.89,Resold,40.0,10827.37
EC104316,Industrial Equipment,Control Panel,CircularX,2022-06-14,158814.6,Mixed Materials,9.22,Mumbai,65,2027-10-16,Trade-In,Good,Retailer,Failed,Not Refurbished,0.0,82708.7,Export Market,2027-11-02,Not Recycled,0.0,6.48,9.86,Resold,25.0,70003.53
EC104317,Home Appliance,Washing Machine,NovaWorks,2023-10-30,27449.65,Steel,52.28,Delhi,20,2025-06-21,Customer Return,Good,Collection Center,Passed,Refurbished,1251.03,17183.34,Export Market,2025-07-21,Not Recycled,0.0,48.03,64.22,Resold,40.0,13736.34
EC104318,Home Appliance,Microwave,CircularX,2025-09-12,145768.94,Copper,82.52,Delhi,50,2029-10-21,Upgrade,Good,Manufacturer Take-Back,Passed,Refurbished,13613.98,65706.6,Online Marketplace,2029-12-08,Not Recycled,0.0,75.37,157.31,Resold,40.0,40431.1
EC104319,Industrial Equipment,Power Supply,CircularX,2022-08-13,111019.46,Lithium,59.58,Hyderabad,61,2027-08-17,Defect,Fair,Collection Center,Passed,Refurbished,17144.93,36849.1,Export Market,2027-10-31,Not Recycled,0.0,44.38,100.05,Resold,40.0,10822.61
EC104320,Electronics,Laptop,NovaWorks,2022-09-06,47523.42,Plastic,6.15,Kolkata,32,2025-04-23,End of Use,Good,Manufacturer Take-Back,Passed,Refurbished,2525.54,27347.16,Export Market,2025-05-01,Not Recycled,0.0,6.02,10.35,Resold,40.0,21019.75
EC104321,Industrial Equipment,Control Panel,NovaWorks,2023-09-10,14914.7,Copper,43.96,Mumbai,40,2026-12-23,Trade-In,Poor,Online Platform,Failed,Not Refurbished,0.0,0.0,N/A,,Recycled,32.96,8.81,113.38,Recycled,47.49,0.0
EC104322,Home Appliance,Washing Machine,NovaWorks,2024-09-27,38863.9,Lithium,38.12,Coimbatore,30,2027-03-16,Warranty Return,Good,Corporate Buyback,Passed,Not Refurbished,0.0,22314.24,Manufacturer Outlet,2027-04-08,Not Recycled,0.0,32.86,42.65,Resold,25.0,19205.13
